often pejorative;often-pejorative;;0
often poetic;often-poetic;;0
often self-deprecating;often-self-deprecatory;;0
often self-deprecatory;often-self-deprecatory;;0
often used attributively;often-used-attributively;;0
often used in the negative;chiefly-in-the-negative;;0
oil industry;oil-industry;;0
old;old;x;0
oncology;oncology;;0
online gaming;online-gaming;;0
only in compounds;;&;0
only used in placenames;in-place-names;;0
onomatapoeia;onomatapoeia;;0
onomatopoeia;onomatopoeia;;0
onomatopoeic;onomatopoeia;;0
open-source software;open-source-software;;0
opera;opera;;0
operating systems;operating-systems;;0
ophthalmology;ophthalmology;;0
optics;optics;;0
or in compounds;;&;0
organic chemistry;organic-chemistry;;0
original meaning;original-meaning;;0
originally;originally;;0
originally ACG;originally-ACG;;0
originally Beijing Mandarin;originally-Beijing-Mandarin;Cx;0
originally Buddhism;originally-Buddhism;;0
originally Cantonese;originally-Cantonese;x;0
originally derogatory;originally-derogatory;;0
originally dialectal;originally-dialectal;x;0
originally dialectal Mandarin;originally-dialectal-Mandarin;x;0
originally Hokkien;originally-Hokkien;x;0
originally Hong Kong Cantonese;originally-HongKong-Cantonese;x;0
originally Internet slang;originally-Internet-slang;;0
originally literary;originally-literary;;0
originally Mainland China;originally-Mainland-China;C;0
originally Northeastern Mandarin;originally-Northeastern-Mandarin;Cx;0
originally Northern Wu;originally-Northern-Wu;x;0
originally Shanghainese;originally-Shanghainese;x;0
originally Taiwan;originally-Taiwan;T;0
originally Teochew;originally-Teochew;x;0
originally Wu;originally-Wu;;0
ornithology;ornithology;;0
Orthodoxy;Orthodoxy;x;0
orthographically archaic;orthographically-archaic;x;0
orthography;orthography;;0
overseas;overseas;x;0
painting;painting;;0
palaeography;palaeography;;0
paleontology;paleontology;;0
palmistry;palmistry;;0
parasitology;parasitology;;0
particle physics;particle-physics;;0
pathology;pathology;;0
Penang Hokkien;Penang-Hokkien;x;0
petrology;petrology;;0
pharmacology;pharmacology;;0
pharmacy;pharmacy;;0
phenomenology;phenomenology;;0
philately;philately;;0
Philippine Hokkien;Philippine-Hokkien;x;0
Philippines;Philippines;x;0
philosophy;philosophy;;0
phonetic;phonetic;;0
phonetics;phonetics;;0
phonology;phonology;;0
photography;photography;;0
physical chemistry;physical-chemistry;;0
physics;physics;;0
physiognomy;physiognomy;;0
physiology;physiology;;0
phytopathology;phytopathology;;0
Pinghua;Pinghua;x;0
Pingxiang Gan;Pingxiang-Gan;x;0
planetology;planetology;;0
plumbing;plumbing;;0
poetic;poetic;;0
poetry;poetry;;0
poker;poker;;0
polite;polite;;0
political science;political-science;;0
politics;politics;;0
pornography;pornography;;0
position title;position-title;;0
positive;positive;;0
possibly dated;possibly-dated;x;0
possibly derogatory;possibly-derogatory;;0
post-Qin;post-Qin;x;0
postpositional;postpositional;;0
potentially offensive;potentially-offensive;;0
pottery;pottery;;0
prefix;prefix;;0
printing;printing;;0
probability;probability;;0
probability theory;probability-theory;;0
programming;programming;;0
property;property;;0
proscribed;proscribed;;0
prosody;prosody;;0
Protestantism;Protestantism;;0
Protestantism or secular;Protestantism-or-secular;;0
pseudoscience;pseudoscience;;0
psychiatry;psychiatry;;0
psychology;psychology;;0
public policy;public-policy;;0
public relations;public-relations;;0
publishing;publishing;;0
pulmonology;pulmonology;;0
Putian Puxian Min;Putian-Puxian-Min;x;0
Puxian Min;Puxian-Min;x;0
qigong;qigong;;0
Qing dynasty;Qing-dynasty;x;0
Qing-era;Qing-era;x;0
quantum computing;quantum-computing;;0
quantum mechanics;quantum-mechanics;;0
Quanzhou;Quanzhou;Cx;0
Quanzhou and Philippine Hokkien;Quanzhou-and-Philippine-Hokkien;x;0
Quanzhou and Singapore Hokkien;Quanzhou-and-Singapore-Hokkien;x;0
Quanzhou and Taiwanese Hokkien;Quanzhou-and-Taiwanese-Hokkien;x;0
Quanzhou and Xiamen Hokkien;Quanzhou-and-Xiamen-Hokkien;x;0
Quanzhou and Zhangzhou Hokkien;Quanzhou-and-Zhangzhou-Hokkien;x;0
Quanzhou Hokkien;Quanzhou-Hokkien;x;0
radio;radio;;0
rail transport;rail-transport;;0
railway;railway;;0
rare;rare;x;0
real estate;real-estate;;0
regional;regional;;0
regional or dated;regional dated;x;0
regional or dialectal;regional dialectal;x;0
relativity;relativity;;0
religion;religion;;0
religion or figuratively;religion figuratively;;0
religious slur;religious-slur;;0
respectful;respectful;;0
rhetoric;rhetoric;;0
rhetorical;rhetorical;;0
rhetorical question;rhetorical-question;;0
ring theory;ring-theory;;0
roleplaying games;roleplaying-games;;0
Roman Catholicism;Roman-Catholicism;;0
Roman mythology;Roman-mythology;;0
Sanxiang Min;Sanxiang-Min;x;0
sarcastic;sarcastic;;0
sarcastic or offensive;sarcastic offensive;;0
school slang;school-slang;;0
science fiction;science-fiction;;0
sciences;sciences;;0
seismology;seismology;;0
self-address;self-address;;0
self-deprecatory;self-deprecatory;;0
self-depreciatory;self-deprecatory;;0
self-reflexive;self-reflexive;;0
semantics;semantics;;0
set phrase;set-phrase;;0
set theory;set-theory;;0
sewing;sewing;;0
sex;sex;;0
Shaanxi;Shaanxi;Cx;0
Shadi Wu;Shadi-Wu;x;0
Shandong;Shandong;Cx;0
Shanghainese;Shanghainese;x;0
Shanxi;Shanxi;Cx;0
Shaojiang Min;Shaojiang-Min;x;0
Shaowu Min;Shaowu-Min;x;0
Shaxian Central Min;Shaxian-Central-Min;x;0
Shehua;Shehua;x;0
Shijiazhuang Mandarin;Shijiazhuang-Mandarin;Cx;0
Shinto;Shinto;x;0
short form;short-form;;0
Sichuan Hakka;Sichuan-Hakka;x;0
Sichuanese;Sichuanese;x;0
Sichuanese or Internet slang;Sichuanese Internet-slang;Cx;0
signal processing;signal-processing;;0
simile;simile;;0
Singapore;Singapore;x;0
Singapore and Taiwanese Hokkien;Singapore-and-Taiwanese-Hokkien;x;0
Singapore Hokkien;Singapore-Hokkien;x;0
Singapore Mandarin;Singapore-Mandarin;x;0
Singapore Teochew;Singapore-Teochew;x;0
Siyi Yue;Siyi-Yue;x;0
slang;slang;;0
Slavic mythology;Slavic-mythology;;0
slightly derogatory;slightly-derogatory;;0
slightly vulgar;slightly-vulgar;;0
snooker;snooker;;0
soccer;soccer;;0
social media;social-media;;0
socialism;socialism;;0
sociolinguistics;sociolinguistics;;0
sociology;sociology;;0
softball;softball;;0
software;software;;0
software compilation;software-compilation;;0
software engineering;software-engineering;;0
sometimes derogatory;sometimes-derogatory;;0
sometimes euphemistic;sometimes-euphemistic;;0
sometimes humble;sometimes-humble;;0
sometimes humorous;sometimes-humorous;;0
sometimes nonstandard;sometimes-nonstandard;x;0
sometimes offensive;sometimes-offensive;;0
sometimes pejorative;sometimes-pejorative;;0
sometimes sarcastic;sometimes-sarcastic;;0
somewhat dated;somewhat-dated;x;0
somewhat humorous;somewhat-humorous;;0
Song;Song;x;0
Song dynasty;Song-dynasty;x;0
Songjiang Wu;Songjiang-Wu;x;0
sound;sound;;0
sound engineering;sound-engineering;;0
South Korea;South-Korea;x;0
South Korean idol fandom;South-Korean-idol-fandom;;0
Southeast Asia;Southeast-Asia;x;0
Southern China;Southern-China;Cx;0
southern China;southern-China;Cx;0
southern Fujian;southern-Fujian;Cx;0
Southern Min;Southern-Min;x;0
Southern Pinghua;Southern-Pinghua;x;0
Southern Sixian Hakka;Southern-Sixian-Hakka;x;0
southern Taiwan;southern-Taiwan;Tx;0
Southern Wu;Southern-Wu;x;0
Southwestern Mandarin;Southwestern-Mandarin;Cx;0
space science;space-science;;0
specifically;specifically;;0
sports;sports;;0
Spring and Autumn period;Spring-and-Autumn-period;x;0
statistics;statistics;;0
still used in Hokkien;still-used-in-Hokkien;x;0
still used in Taiwan;;T;1
stock market;stock-market;;0
suffix;suffix;;0
Sujiahu Wu;Sujiahu-Wu;x;0
surgery;surgery;;0
Suzhounese;Suzhounese;x;0
swimming;swimming;;0
synecdochically;synecdochically;;0
systems theory;systems-theory;;0
table tennis;table-tennis;;0
Tainan Hokkien;Tainan-Hokkien;x;0
Taishanese;Taishanese;x;0
Taiwan;;T;1
Taiwan Internet slang;Internet-slang;T;1
Taiwan or Hokkien;Hokkien;T;1
Taiwan or Southern Min;Taiwan Southern-Min;T;1
Taiwan politics;politics;T;1
Taiwanese;Taiwanese;x;0
Taiwanese and Philippine Hokkien;Taiwanese-and-Philippine-Hokkien;x;0
Taiwanese and Singapore Hokkien;Taiwanese-and-Singapore-Hokkien;x;0
Taiwanese Hakka;Taiwanese-Hakka;x;0
Taiwanese Hokkien;Taiwanese-Hokkien;x;0
Taiwanese Hokkien and Hakka;Taiwanese-Hokkien-and-Hakka;x;0
Taiwanese Mandarin;;T;1
Taiyuan Jin;Taiyuan-Jin;x;0
Tang dynasty;Tang-dynasty;x;0
Taoism;Taoism; ;0
tarot;tarot;;0
taxation;taxation;;0
taxonomy;taxonomy;;0
technical;technical;;0
technology;technology;;0
telecommunications;telecommunications;;0
telephony;telephony;;0
television;television;;0
tennis;tennis;;0
Teochew;Teochew;x;0
term of abuse;term-of-abuse;;0
term of endearment;term-of-endearment;;0
text messaging;text-messaging;;0
Thai Teochew;Thai-Teochew;x;0
Thailand;Thailand;x;0
theater;theater;;0
theatre;theatre;;0
theology;theology;;0
thermodynamics;thermodynamics;;0
Tianjin Mandarin;Tianjin-Mandarin;Cx;0
Tiaoxi Wu and Yongjiang Wu;Tiaoxi-Wu-and-Yongjiang-Wu;x;0
Tibet;Tibet;Cx;0
Tibetan Buddhism;Tibetan-Buddhism;;0
Tong-Tai Mandarin;Tong-Tai-Mandarin;Cx;0
Tong'an Hokkien;Tongan-Hokkien;x;0
topology;topology;;0
toxicology;toxicology;;0
trademark;trademark;;0
trading;trading;;0
traditional Chinese medicine;TCM;;0
traditional Chinese medicine or colloquial;TCM colloquial;;0
transgender slang;transgender-slang;;0
transitive;transitive;;0
translation studies;translation-studies;;0
transport;transport;;0
transportation system;transportation-system;;0
travel;travel;;0
trigonometry;trigonometry;;0
typically attributive;typically-attributive;;0
typography;typography;;0
uncommon;uncommon;x;0
uncommon or local;uncommon local;x;0
uncountable;uncountable;;0
units of measure;units-of-measure;;0
unofficial;unofficial;;0
uranography;uranography;;0
urban studies;urban-studies;;0
urology;urology;;0
Ürümqi Mandarin;Ürümqi-Mandarin;Cx;0
US politics;US-politics;;0
used in compounds;;&;0
used in the negative;in-the-negative;;0
usually adverbial;usually-adverbial;;0
usually attributive;usually-attributive;;0
usually derogatory;usually-derogatory;;0
usually erhua-ed;usually-erhua-ed;;0
usually honorific;usually-honorific;;0
usually humble;usually-humble;;0
usually imperative;usually-imperative;;0
usually in compounds;;&;0
usually in negative;chiefly-in-the-negative;;0
usually in negative sentences;chiefly-in-the-negative;;0
usually in the negative;chiefly-in-the-negative;;0
usually intransitive;usually-intransitive;;0
usually negative;usually-negative;;0
usually used in compounds;;&;0
vaccinology;vaccinology;;0
veterinary medicine;veterinary-medicine;;0
video games;video-games;;0
videography;videography;;0
Vietnam;Vietnam;x;0
Vietnamese history;Vietnamese-history;;0
virology;virology;;0
volcanology;volcanology;;0
vulgar;vulgar;;0
Wanrong Mandarin;Wanrong-Mandarin;Cx;0
Warring States period;Warring-States-period;x;0
Waxiang;Waxiang;x;0
weaponry;weaponry;;0
weather;weather;;0
web design;web-design;;0
web development;web-development;;0
weightlifting;weightlifting;;0
Wenzhounese;Wenzhounese;x;0
Western and Linshao Wu;Western-and-Linshao-Wu;x;0
Western typography;Western-typography;;0
wiki jargon;wiki-jargon;;0
Wikimedia jargon;Wikimedia-jargon;;0
wine;wine;;0
woodworking;woodworking;;0
wrestling;wrestling;;0
writing;writing;;0
written;written;;0
Wu;Wu;x;0
Wuhan Mandarin;Wuhan-Mandarin;Cx;0
Xi'an Mandarin;Xian-Mandarin;Cx;0
Xiamen;Xiamen;x;0
Xiamen;Xiamen;Cx;
Xiamen and Philippine Hokkien;Xiamen-and-Philippine-Hokkien;x;0
Xiamen and Quanzhou Hokkien;Xiamen-and-Quanzhou-Hokkien;x;0
Xiamen and Taiwanese Hokkien;Xiamen-and-Taiwanese-Hokkien;x;0
Xiamen and Zhangzhou Hokkien;Xiamen-and-Zhangzhou-Hokkien;x;0
Xiamen Hokkien;Xiamen-Hokkien;x;0
Xiang;Xiang;x;0
xiangqi;xiangqi;;0
Xianyou Puxian Min;Xianyou-Puxian-Min;x;0
xiehouyu;xiehouyu;;0
Xining Mandarin;Xining-Mandarin;Cx;0
Xinjiang Mandarin;Xinjiang-Mandarin;Cx;0
Xinzhou Jin;Xinzhou-Jin;x;0
Xuzhou Mandarin;Xuzhou-Mandarin;Cx;0
Yangjiang Yue;Yangjiang-Yue;x;0
Yangzhou Mandarin;Yangzhou-Mandarin;Cx;0
Yinchuan Mandarin;Yinchuan-Mandarin;Cx;0
Yongchun Hokkien;Yongchun-Hokkien;x;0
Yuan;Yuan;x;0
Yuan dynasty;Yuan-dynasty;x;0
Yudu Hakka;Yudu-Hakka;x;0
Yuebei Tuhua;Yuebei-Tuhua;x;0
Yulan;Yulan;x;0
Yulin Yue;Yulin-Yue;x;0
Yunnan Mandarin;Yunnan-Mandarin;Cx;0
Zhangping and Taiwanese Hokkien;Zhangping-and-Taiwanese-Hokkien;x;0
Zhangzhou;Zhangzhou;x;0
Zhangzhou and Taiwanese Hokkien;Zhangzhou-and-Taiwanese-Hokkien;x;0
Zhangzhou and Taiwanese Hokkien and Mandarin;Zhangzhou-and-Taiwanese-Hokkien-and-Mandarin;Tx;0
Zhangzhou Hokkien;Zhangzhou-Hokkien;x;0
Zhao'an Hakka;Zhaoan-Hakka;x;0
Zhao'an Hokkien;Zhaoan-Hokkien;x;0
Zhejiang Wu;Zhejiang-Wu;x;0
Zhongshan Min;Zhongshan-Min;x;0
zoology;zoology;;0
